"location","cause","measure","b0_median","b1_median","b2_median","t_inflec_median"
"Australasia","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Australasia","Typhoid and paratyphoid","Incidence",1.91044269671533e-07,0,0,NA
"Caribbean","Diarrheal diseases","Deaths",0.0177243537803048,0,0,NA
"Caribbean","Diarrheal diseases","Prevalence",0.0229391796008287,0.000335302978509439,-0.000240813430667577,1998.28613051368
"Caribbean","Diarrheal diseases","Incidence",0.21098261542974,0.00118141506272296,0,NA
"Caribbean","Falls","Deaths",0.0103242023700988,0,0,NA
"Caribbean","Falls","Prevalence",0.0776272948016106,0.00100180675245605,0,NA
"Caribbean","Falls","Incidence",0.0039909083756918,5.8575295319894e-05,0,NA
"Caribbean","Malaria","Deaths",0.0107743323570631,0,-0.000349981099148584,NA
"Caribbean","Malaria","Prevalence",0.00166119581680424,0,-0.000149189218442182,NA
"Caribbean","Malaria","Incidence",0.000987796092917586,0,-8.8782103771676e-05,NA
"Caribbean","Multiple sclerosis","Deaths",0.000304775765893957,3.73414399784173e-06,0,NA
"Caribbean","Multiple sclerosis","Prevalence",0.000108185767064612,1.01644940320746e-06,-7.39876011625248e-07,2005.14216372664
"Caribbean","Multiple sclerosis","Incidence",7.39721665114444e-07,3.60252000030428e-10,0,NA
"Caribbean","Pancreatic cancer","Deaths",0.00138677351145787,0.000305130877707524,-0.000239989542444959,2002.76882209876
"Caribbean","Pancreatic cancer","Prevalence",2.60975909836225e-05,5.79024238524961e-06,-4.95264915379386e-06,2002.42455038737
"Caribbean","Pancreatic cancer","Incidence",5.84241448706563e-06,1.13741169246848e-06,-9.81389293135108e-07,2002.38620473586
"Caribbean","Protein-energy malnutrition","Deaths",0.0092299312643151,0,-0.000161523099518024,NA
"Caribbean","Protein-energy malnutrition","Prevalence",0.00893479311341224,0,-3.42312517661959e-05,NA
"Caribbean","Protein-energy malnutrition","Incidence",0.00123821285563672,0,-6.90821557847028e-06,NA
"Caribbean","Schistosomiasis","Deaths",9.34682866813179e-05,0,0,NA
"Caribbean","Schistosomiasis","Prevalence",0.033382802235575,0.000159619511542305,-0.00024956311714493,2000.54982623635
"Caribbean","Schistosomiasis","Incidence",0,0,0,NA
"Caribbean","Stroke","Deaths",0.0781550825384607,0,0,NA
"Caribbean","Stroke","Prevalence",0.0239273792113586,0,0,NA
"Caribbean","Stroke","Incidence",0.000528700612333888,0,-2.42311419975211e-06,NA
"Caribbean","Typhoid and paratyphoid","Deaths",0.000181744962732457,0,-3.01147864791646e-06,NA
"Caribbean","Typhoid and paratyphoid","Prevalence",1.46851449449883e-08,0,-7.20929585354335e-10,NA
"Caribbean","Typhoid and paratyphoid","Incidence",9.9923279803927e-06,0,-1.34607800023433e-07,NA
"Central Asia","Diarrheal diseases","Deaths",0.0103154093693577,0,-0.000298130434910204,NA
"Central Asia","Diarrheal diseases","Prevalence",0.00758384765439578,0.000129693061380797,0,NA
"Central Asia","Diarrheal diseases","Incidence",0.125898257754104,0.00184438051925794,0,NA
"Central Asia","Falls","Deaths",0.00987528334809262,0,0,NA
"Central Asia","Falls","Prevalence",0.105966524277889,0,0,NA
"Central Asia","Falls","Incidence",0.00627692556529114,0,0,NA
"Central Asia","Malaria","Deaths",0.000688518526663357,0,-3.2702153689967e-05,NA
"Central Asia","Malaria","Prevalence",0.000971157369842923,0,-7.46801563905231e-05,NA
"Central Asia","Malaria","Incidence",0.00129818786630643,0,-5.78949952238831e-05,NA
"Central Asia","Multiple sclerosis","Deaths",0.000228615758176147,0,0,NA
"Central Asia","Multiple sclerosis","Prevalence",0.000528447574167393,0,0,NA
"Central Asia","Multiple sclerosis","Incidence",3.45421899493671e-06,0,-3.72546837451495e-08,NA
"Central Asia","Pancreatic cancer","Deaths",0.0016226188451043,0.000135736684400934,0,NA
"Central Asia","Pancreatic cancer","Prevalence",3.91429017854608e-05,3.04742219379221e-06,0,NA
"Central Asia","Pancreatic cancer","Incidence",1.48382246271375e-05,1.02098357672496e-06,0,NA
"Central Asia","Protein-energy malnutrition","Deaths",0.000483658163342989,0,-7.25673152528325e-06,NA
"Central Asia","Protein-energy malnutrition","Prevalence",0.00565855983696638,2.22415608661167e-05,0,NA
"Central Asia","Protein-energy malnutrition","Incidence",0.000995138732521,6.20401482573285e-06,0,NA
"Central Asia","Schistosomiasis","Deaths",5.12648137490229e-06,0,0,NA
"Central Asia","Schistosomiasis","Prevalence",0,0,0,NA
"Central Asia","Schistosomiasis","Incidence",0,0,0,NA
"Central Asia","Stroke","Deaths",0.113944339588419,0,-0.000975301890456726,NA
"Central Asia","Stroke","Prevalence",0.0246316832030605,0,-0.000138586280397313,NA
"Central Asia","Stroke","Incidence",0.00158556165631179,8.48816901246096e-06,-3.29098904653767e-05,2003.07706253
"Central Asia","Typhoid and paratyphoid","Deaths",6.52754730636841e-05,0,-1.75776520694861e-06,NA
"Central Asia","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Central Asia","Typhoid and paratyphoid","Incidence",1.88029036606177e-06,0,-3.72980703844655e-08,NA
"Central Europe","Diarrheal diseases","Deaths",0.00077103510403224,1.97839291749949e-05,0,NA
"Central Europe","Diarrheal diseases","Prevalence",0.0130793526576893,0,-3.24690593663878e-05,NA
"Central Europe","Diarrheal diseases","Incidence",0.167080574167225,0,-0.000443099572649126,NA
"Central Europe","Falls","Deaths",0.017532582022454,0,-6.12685017607647e-05,NA
"Central Europe","Falls","Prevalence",0.234575964966276,0,0,NA
"Central Europe","Falls","Incidence",0.0146985683753271,0,0,NA
"Central Europe","Malaria","Deaths",0,0,0,NA
"Central Europe","Malaria","Prevalence",0,0,0,NA
"Central Europe","Malaria","Incidence",0,0,0,NA
"Central Europe","Multiple sclerosis","Deaths",0.00165930556737756,1.36821350294259e-05,0,NA
"Central Europe","Multiple sclerosis","Prevalence",0.00042531699920242,2.27576773232856e-06,-5.87409138107516e-06,2010.34083903692
"Central Europe","Multiple sclerosis","Incidence",2.76189287929434e-06,0,-2.02009988089895e-08,NA
"Central Europe","Pancreatic cancer","Deaths",0.00738216932352806,0.000264058267473055,0,NA
"Central Europe","Pancreatic cancer","Prevalence",0.000158633256881046,2.40679215626631e-06,-1.33335172809236e-06,2010.2865892538
"Central Europe","Pancreatic cancer","Incidence",4.79484465012691e-05,6.50002560453113e-07,-3.78776819750005e-07,2010.62058395107
"Central Europe","Protein-energy malnutrition","Deaths",0.000239178941161067,1.42094044370729e-05,0,NA
"Central Europe","Protein-energy malnutrition","Prevalence",0.00519932941280948,8.85165562595739e-05,0,NA
"Central Europe","Protein-energy malnutrition","Incidence",0.000860279935140131,1.9247384021159e-05,0,NA
"Central Europe","Schistosomiasis","Deaths",1.38653340388608e-08,0,0,NA
"Central Europe","Schistosomiasis","Prevalence",0,0,0,NA
"Central Europe","Schistosomiasis","Incidence",0,0,0,NA
"Central Europe","Stroke","Deaths",0.111287652861513,0,-0.00149325994010044,NA
"Central Europe","Stroke","Prevalence",0.0359400858614108,0,-0.000285323803925646,NA
"Central Europe","Stroke","Incidence",0.00142860684736808,0,-1.76347125488157e-05,NA
"Central Europe","Typhoid and paratyphoid","Deaths",3.14155795293505e-06,0,0,NA
"Central Europe","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Central Europe","Typhoid and paratyphoid","Incidence",1.34869107163614e-06,0,-2.20988563923574e-08,NA
"Central Latin America","Diarrheal diseases","Deaths",0.0331488342860382,0,-0.000840032553223841,NA
"Central Latin America","Diarrheal diseases","Prevalence",0.0199301116093482,0,-0.000275248465788115,NA
"Central Latin America","Diarrheal diseases","Incidence",0.202548581652563,0,-0.00216052842811764,NA
"Central Latin America","Falls","Deaths",0.012926789244691,0,-0.000117629280541292,NA
"Central Latin America","Falls","Prevalence",0.103676728629989,0,0,NA
"Central Latin America","Falls","Incidence",0.00498189401932318,1.80169592164304e-05,0,NA
"Central Latin America","Malaria","Deaths",0.0033095512272099,0,-0.000124816702109343,NA
"Central Latin America","Malaria","Prevalence",0.00365912510488699,0,-9.8463316491135e-05,NA
"Central Latin America","Malaria","Incidence",0.00141276269900818,0,-4.4469172597368e-05,NA
"Central Latin America","Multiple sclerosis","Deaths",0.00027243097543494,1.00459992440008e-05,0,NA
"Central Latin America","Multiple sclerosis","Prevalence",8.09440703545763e-05,8.84488922734114e-07,0,NA
"Central Latin America","Multiple sclerosis","Incidence",5.83473717299038e-07,8.80384730428094e-09,-6.56777873435552e-09,2004.49263870157
"Central Latin America","Pancreatic cancer","Deaths",0.00514471237470319,0.000149046551935801,-8.12391628838732e-05,2000.99510118573
"Central Latin America","Pancreatic cancer","Prevalence",9.13924289187507e-05,6.04640106783207e-07,0,NA
"Central Latin America","Pancreatic cancer","Incidence",2.15438715889831e-05,2.46332434321175e-07,0,NA
"Central Latin America","Protein-energy malnutrition","Deaths",0.0210442878979483,0,-0.000455745103117591,NA
"Central Latin America","Protein-energy malnutrition","Prevalence",0.0143111859497076,0,-0.000118418397684812,NA
"Central Latin America","Protein-energy malnutrition","Incidence",0.00215001152327687,0,0,NA
"Central Latin America","Schistosomiasis","Deaths",4.4476967304092e-05,0,-8.96826097478279e-07,NA
"Central Latin America","Schistosomiasis","Prevalence",0.00633561979342611,8.83227476451993e-06,-0.000107378307375554,2013.75968076102
"Central Latin America","Schistosomiasis","Incidence",0,0,0,NA
"Central Latin America","Stroke","Deaths",0.0613457781815701,0,-0.00063719293985209,NA
"Central Latin America","Stroke","Prevalence",0.0274848066126712,0,-0.000262140450472066,NA
"Central Latin America","Stroke","Incidence",0.00056330090304569,0,-4.98109033666513e-06,NA
"Central Latin America","Typhoid and paratyphoid","Deaths",0.000700452128545424,0,-2.60533802717386e-05,NA
"Central Latin America","Typhoid and paratyphoid","Prevalence",1.54197640336026e-05,0,-4.34087394116802e-07,NA
"Central Latin America","Typhoid and paratyphoid","Incidence",0.000101217336133278,0,-1.70133182220663e-06,NA
"Central Sub-Saharan Africa","Diarrheal diseases","Deaths",0.0671909371723543,0,-0.000534000281607601,NA
"Central Sub-Saharan Africa","Diarrheal diseases","Prevalence",0.0255156143332667,0.000178745759791899,0,NA
"Central Sub-Saharan Africa","Diarrheal diseases","Incidence",0.205396988425348,0.00166201352958026,0,NA
"Central Sub-Saharan Africa","Falls","Deaths",0.00474599223073706,4.81380027707797e-05,0,NA
"Central Sub-Saharan Africa","Falls","Prevalence",0.0310352555422695,0.000198095537517733,0,NA
"Central Sub-Saharan Africa","Falls","Incidence",0.00145829268997766,8.75925892668063e-06,0,NA
"Central Sub-Saharan Africa","Malaria","Deaths",0.0424886138473314,0.000535329054428484,0,NA
"Central Sub-Saharan Africa","Malaria","Prevalence",0.302041091891612,0,-0.0120444585635447,NA
"Central Sub-Saharan Africa","Malaria","Incidence",0.0293482059203502,0,-0.00062839102985926,NA
"Central Sub-Saharan Africa","Multiple sclerosis","Deaths",5.90389924977894e-05,1.16210457679755e-06,0,NA
"Central Sub-Saharan Africa","Multiple sclerosis","Prevalence",3.99875450865501e-05,1.31168039926275e-07,0,NA
"Central Sub-Saharan Africa","Multiple sclerosis","Incidence",3.73211835937462e-07,0,-2.0573806836746e-10,NA
"Central Sub-Saharan Africa","Pancreatic cancer","Deaths",0.00104324374342614,2.42254896672568e-05,0,NA
"Central Sub-Saharan Africa","Pancreatic cancer","Prevalence",3.74261577383062e-05,3.06094037526094e-07,0,NA
"Central Sub-Saharan Africa","Pancreatic cancer","Incidence",8.30783257213605e-06,5.06337998806704e-08,0,NA
"Central Sub-Saharan Africa","Protein-energy malnutrition","Deaths",0.0166697946268212,0,-0.00022412425080572,NA
"Central Sub-Saharan Africa","Protein-energy malnutrition","Prevalence",0.0125851555131379,0,-0.000115585252225511,NA
"Central Sub-Saharan Africa","Protein-energy malnutrition","Incidence",0.00129691746260387,0,-2.03050514129455e-05,NA
"Central Sub-Saharan Africa","Schistosomiasis","Deaths",0.00342090408599081,0,-4.63693669204319e-05,NA
"Central Sub-Saharan Africa","Schistosomiasis","Prevalence",0.139881425639749,0,-0.00777230199933234,NA
"Central Sub-Saharan Africa","Schistosomiasis","Incidence",0,0,0,NA
"Central Sub-Saharan Africa","Stroke","Deaths",0.0638140441568416,0,0,NA
"Central Sub-Saharan Africa","Stroke","Prevalence",0.0295821146998347,0,-0.000158026143505896,NA
"Central Sub-Saharan Africa","Stroke","Incidence",0.000740182905020631,0,-5.09298820184826e-06,NA
"Central Sub-Saharan Africa","Typhoid and paratyphoid","Deaths",0.00103214764064453,0,0,NA
"Central Sub-Saharan Africa","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Central Sub-Saharan Africa","Typhoid and paratyphoid","Incidence",8.47004787375022e-05,0,-1.68771174694233e-06,NA
"East Asia","Diarrheal diseases","Deaths",0.00640834412040316,0,-0.000205549380018188,NA
"East Asia","Diarrheal diseases","Prevalence",0.0110196416784156,0,0,NA
"East Asia","Diarrheal diseases","Incidence",0.155599635521003,0,0,NA
"East Asia","Falls","Deaths",0.0171440378551133,0,0,NA
"East Asia","Falls","Prevalence",0.0866186271309396,0,0,NA
"East Asia","Falls","Incidence",0.00555187780181416,0,0,NA
"East Asia","Malaria","Deaths",0.000385102384814338,0,-1.90524086465801e-05,NA
"East Asia","Malaria","Prevalence",0.000471058260226843,0,-1.74775444141203e-05,NA
"East Asia","Malaria","Incidence",5.79344836930155e-05,0,-2.83844232438434e-06,NA
"East Asia","Multiple sclerosis","Deaths",0.000236996765996772,2.22605760872558e-06,0,NA
"East Asia","Multiple sclerosis","Prevalence",1.90850256384692e-05,2.41568322117611e-07,0,NA
"East Asia","Multiple sclerosis","Incidence",5.95804113695442e-07,0,-9.33317202614632e-10,NA
"East Asia","Pancreatic cancer","Deaths",0.00265277281786724,0.000242918335486662,0,NA
"East Asia","Pancreatic cancer","Prevalence",5.47634484394407e-05,2.59543916509257e-06,0,NA
"East Asia","Pancreatic cancer","Incidence",1.84696446175334e-05,7.738362108784e-07,0,NA
"East Asia","Protein-energy malnutrition","Deaths",0.00664576980451118,0,-0.000360961984649972,NA
"East Asia","Protein-energy malnutrition","Prevalence",0.0125150701416067,0.000223022307479108,0,NA
"East Asia","Protein-energy malnutrition","Incidence",0.00264482980942484,5.70435240292397e-05,0,NA
"East Asia","Schistosomiasis","Deaths",0.000227253071460218,0,-8.24258235350034e-06,NA
"East Asia","Schistosomiasis","Prevalence",0.00884631732343728,0,0,NA
"East Asia","Schistosomiasis","Incidence",0,0,0,NA
"East Asia","Stroke","Deaths",0.133574748552562,0.00092517713109228,-0.00192589079776195,2002.0020071726
"East Asia","Stroke","Prevalence",0.0301137404374151,0.000338797714751698,0,NA
"East Asia","Stroke","Incidence",0.00157800972648705,9.90691827002878e-06,-3.60876832876135e-05,2001.65614592908
"East Asia","Typhoid and paratyphoid","Deaths",0.000939238723979623,7.07607093893185e-06,0,NA
"East Asia","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"East Asia","Typhoid and paratyphoid","Incidence",3.64065353104194e-05,0,-7.92245352425974e-07,NA
"Eastern Europe","Diarrheal diseases","Deaths",0.00186102484764435,0,-4.7722630791805e-05,NA
"Eastern Europe","Diarrheal diseases","Prevalence",0.0117221928528247,0.000107725865298903,0,NA
"Eastern Europe","Diarrheal diseases","Incidence",0.147657947468066,0.00103244009914869,0,NA
"Eastern Europe","Falls","Deaths",0.0132350230942814,3.83327132881692e-05,0,NA
"Eastern Europe","Falls","Prevalence",0.207040593370874,0.00330085810165271,-0.0062384330192067,2002.58143125929
"Eastern Europe","Falls","Incidence",0.0094010771510218,0.000157915724626202,-0.000294486595305365,2002.96497748618
"Eastern Europe","Malaria","Deaths",0,0,0,NA
"Eastern Europe","Malaria","Prevalence",0,0,0,NA
"Eastern Europe","Malaria","Incidence",0,0,0,NA
"Eastern Europe","Multiple sclerosis","Deaths",0.000977790248373338,0,0,NA
"Eastern Europe","Multiple sclerosis","Prevalence",0.000260734031906063,0,-2.7801972397264e-06,NA
"Eastern Europe","Multiple sclerosis","Incidence",1.7883043081073e-06,0,-9.68516568238377e-09,NA
"Eastern Europe","Pancreatic cancer","Deaths",0.00533917329720625,8.76175095240134e-05,0,NA
"Eastern Europe","Pancreatic cancer","Prevalence",0.00012540655725539,7.38439794641219e-07,0,NA
"Eastern Europe","Pancreatic cancer","Incidence",3.64017936237075e-05,1.41990252600153e-07,0,NA
"Eastern Europe","Protein-energy malnutrition","Deaths",0.000430066952435089,0,-6.73325730762061e-06,NA
"Eastern Europe","Protein-energy malnutrition","Prevalence",0.00582168399297731,1.73303621568809e-05,0,NA
"Eastern Europe","Protein-energy malnutrition","Incidence",0.000854580444311936,2.66884900634646e-06,0,NA
"Eastern Europe","Schistosomiasis","Deaths",0,0,0,NA
"Eastern Europe","Schistosomiasis","Prevalence",0,0,0,NA
"Eastern Europe","Schistosomiasis","Incidence",0,0,0,NA
"Eastern Europe","Stroke","Deaths",0.122252571483074,0,-0.00167062882188019,NA
"Eastern Europe","Stroke","Prevalence",0.0320742876336284,0,-0.000198353865819995,NA
"Eastern Europe","Stroke","Incidence",0.00153432014037368,0,-2.03908933126696e-05,NA
"Eastern Europe","Typhoid and paratyphoid","Deaths",4.59276295694857e-06,0,-1.1278636951191e-07,NA
"Eastern Europe","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Eastern Europe","Typhoid and paratyphoid","Incidence",3.90545186480532e-07,0,-2.20290023887854e-09,NA
"Eastern Sub-Saharan Africa","Diarrheal diseases","Deaths",0.0852462009554437,0,-0.000912832126177813,NA
"Eastern Sub-Saharan Africa","Diarrheal diseases","Prevalence",0.0310248981200453,0,-4.81029348612537e-05,NA
"Eastern Sub-Saharan Africa","Diarrheal diseases","Incidence",0.26031820766406,0,0,NA
"Eastern Sub-Saharan Africa","Falls","Deaths",0.00440140415227814,7.34322843216132e-05,0,NA
"Eastern Sub-Saharan Africa","Falls","Prevalence",0.042151409720015,0.000201707173941654,0,NA
"Eastern Sub-Saharan Africa","Falls","Incidence",0.00185468721886064,1.28207134778741e-05,0,NA
"Eastern Sub-Saharan Africa","Malaria","Deaths",0.037647749048805,0,-0.000475350817372308,NA
"Eastern Sub-Saharan Africa","Malaria","Prevalence",0.161628177699533,0,-0.00460496472421229,NA
"Eastern Sub-Saharan Africa","Malaria","Incidence",0.0195252182184032,0,-0.000450030725497805,NA
"Eastern Sub-Saharan Africa","Multiple sclerosis","Deaths",4.72490963103386e-05,1.91306035402878e-06,0,NA
"Eastern Sub-Saharan Africa","Multiple sclerosis","Prevalence",4.7793677980303e-05,1.29416006958191e-07,0,NA
"Eastern Sub-Saharan Africa","Multiple sclerosis","Incidence",4.2667145199e-07,0,0,NA
"Eastern Sub-Saharan Africa","Pancreatic cancer","Deaths",0.000765912687174894,4.90051351988771e-05,0,NA
"Eastern Sub-Saharan Africa","Pancreatic cancer","Prevalence",3.20918492574362e-05,6.68460359463408e-07,0,NA
"Eastern Sub-Saharan Africa","Pancreatic cancer","Incidence",7.03412306469872e-06,1.42144296611817e-07,0,NA
"Eastern Sub-Saharan Africa","Protein-energy malnutrition","Deaths",0.0271271829080745,0,-0.000430097151476273,NA
"Eastern Sub-Saharan Africa","Protein-energy malnutrition","Prevalence",0.0145931061634372,0,-0.000119457858427598,NA
"Eastern Sub-Saharan Africa","Protein-energy malnutrition","Incidence",0.00180789366686819,0,-1.69701180064733e-05,NA
"Eastern Sub-Saharan Africa","Schistosomiasis","Deaths",0.00371350013100147,0,-7.70601401257608e-05,NA
"Eastern Sub-Saharan Africa","Schistosomiasis","Prevalence",0.213828060115394,0,-0.00762107026021565,NA
"Eastern Sub-Saharan Africa","Schistosomiasis","Incidence",0,0,0,NA
"Eastern Sub-Saharan Africa","Stroke","Deaths",0.0576201750918379,0.000430966475098538,0,NA
"Eastern Sub-Saharan Africa","Stroke","Prevalence",0.0320020218552741,0,-0.000122800248020011,NA
"Eastern Sub-Saharan Africa","Stroke","Incidence",0.000750374853021647,0,-5.56325355024842e-06,NA
"Eastern Sub-Saharan Africa","Typhoid and paratyphoid","Deaths",0.00611636302533076,0,0,NA
"Eastern Sub-Saharan Africa","Typhoid and paratyphoid","Prevalence",6.99841779793376e-05,0,-2.81154988409983e-06,NA
"Eastern Sub-Saharan Africa","Typhoid and paratyphoid","Incidence",0.000470001437049435,0,-1.17998218168932e-05,NA
"High-income Asia Pacific","Diarrheal diseases","Deaths",0.00166774317285174,5.29012650904304e-05,0,NA
"High-income Asia Pacific","Diarrheal diseases","Prevalence",0.00263116088262335,0,-2.24683325792272e-05,NA
"High-income Asia Pacific","Diarrheal diseases","Incidence",0.038237431292572,0,-0.000358005977993547,NA
"High-income Asia Pacific","Falls","Deaths",0.0152977838622122,0,0,NA
"High-income Asia Pacific","Falls","Prevalence",0.149553527368247,0,0,NA
"High-income Asia Pacific","Falls","Incidence",0.00896351868782073,2.25246502908077e-05,0,NA
"High-income Asia Pacific","Malaria","Deaths",3.17674680729903e-05,0,-1.11942804508354e-06,NA
"High-income Asia Pacific","Malaria","Prevalence",0.00025613583718659,0,-1.16314351365531e-05,NA
"High-income Asia Pacific","Malaria","Incidence",1.64690165347806e-05,0,-7.20035266925147e-07,NA
"High-income Asia Pacific","Multiple sclerosis","Deaths",0.000351797475328591,7.14669875193034e-06,0,NA
"High-income Asia Pacific","Multiple sclerosis","Prevalence",9.95664329490356e-05,1.02299058399926e-06,-6.66716430612158e-07,2000.18579846969
"High-income Asia Pacific","Multiple sclerosis","Incidence",6.90570160278601e-07,1.28964354214512e-09,0,NA
"High-income Asia Pacific","Pancreatic cancer","Deaths",0.013045290707125,0.000405160149466737,0,NA
"High-income Asia Pacific","Pancreatic cancer","Prevalence",0.000279655689956572,5.00323312254749e-06,0,NA
"High-income Asia Pacific","Pancreatic cancer","Incidence",7.34516457853597e-05,7.68566473703385e-07,0,NA
"High-income Asia Pacific","Protein-energy malnutrition","Deaths",0.000549827721178326,3.26534292787925e-05,-3.26359016030808e-05,1998.20512414639
"High-income Asia Pacific","Protein-energy malnutrition","Prevalence",0.00687221352138437,0,0,NA
"High-income Asia Pacific","Protein-energy malnutrition","Incidence",0.00132258437029163,0,0,NA
"High-income Asia Pacific","Schistosomiasis","Deaths",3.48674620300566e-08,0,0,NA
"High-income Asia Pacific","Schistosomiasis","Prevalence",0,0,0,NA
"High-income Asia Pacific","Schistosomiasis","Incidence",0,0,0,NA
"High-income Asia Pacific","Stroke","Deaths",0.104867793327537,0,-0.00192172522596831,NA
"High-income Asia Pacific","Stroke","Prevalence",0.0407043183171892,0,-0.000288203015414219,NA
"High-income Asia Pacific","Stroke","Incidence",0.00118465541955626,0,-1.87519646419998e-05,NA
"High-income Asia Pacific","Typhoid and paratyphoid","Deaths",2.09365584408792e-06,0,0,NA
