"location","cause","measure","b0_median","b1_median","b2_median","t_inflec_median"
"Andean Latin America","Stroke","Prevalence",0.0232432541349824,0,-0.000127695492683049,1990.78408856198
"Andean Latin America","Stroke","Incidence",0.00043663116454984,0,-4.16293253953935e-06,1990.61732128557
"Andean Latin America","Typhoid and paratyphoid","Deaths",4.28948109075292e-05,0,0,NA
"Andean Latin America","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Andean Latin America","Typhoid and paratyphoid","Incidence",7.0719221313761e-06,0,-1.62636334536601e-07,1990.92680218003
"Australasia","Diarrheal diseases","Deaths",0.000387561607405978,5.46064546134138e-05,-7.96558343208067e-05,2013.95969846713
"Australasia","Diarrheal diseases","Prevalence",0.00539792081527438,8.14027448455051e-05,-5.68347735449423e-05,2007.9280680131
"Australasia","Diarrheal diseases","Incidence",0.0671305653484314,0.000658156888478689,-0.000526828603674703,2006.27264377807
"Australasia","Falls","Deaths",0.0068534235923069,0.000303024085627226,-0.000406947287235757,2014.73189239441
"Australasia","Falls","Prevalence",0.223814473800096,0.00245854684408666,0,NA
"Australasia","Falls","Incidence",0.0138172262087417,0.000230092568834975,0,NA
"Australasia","Malaria","Deaths",0,0,0,NA
"Australasia","Malaria","Prevalence",0,0,0,NA
"Australasia","Malaria","Incidence",0,0,0,NA
"Australasia","Multiple sclerosis","Deaths",0.00119068320311361,3.99016847374013e-05,-2.52367842334652e-05,2003.83184157211
"Australasia","Multiple sclerosis","Prevalence",0.00046671079928404,2.41447780493197e-05,-2.36476902126259e-05,2002.23372710096
"Australasia","Multiple sclerosis","Incidence",2.0316866044031e-06,5.96103292811029e-08,-5.95855696206285e-08,2002.52043969796
"Australasia","Pancreatic cancer","Deaths",0.0096826288164006,0.000363400774128696,-0.000188313854993395,2012.66375694181
"Australasia","Pancreatic cancer","Prevalence",0.000210123550475219,3.1165518298314e-06,0,NA
"Australasia","Pancreatic cancer","Incidence",5.116775044728e-05,2.8987872538238e-07,0,NA
"Australasia","Protein-energy malnutrition","Deaths",0.000304525810370242,1.53537929117087e-05,-1.57369284606324e-05,2000.48475860676
"Australasia","Protein-energy malnutrition","Prevalence",0.00419179063401332,7.22385662037894e-05,-6.77536832990065e-05,2005.80780496612
"Australasia","Protein-energy malnutrition","Incidence",0.00073414691636839,1.25847078851646e-05,-1.19964939854103e-05,2004.55287425845
"Australasia","Schistosomiasis","Deaths",0,0,0,NA
"Australasia","Schistosomiasis","Prevalence",0,0,0,NA
"Australasia","Schistosomiasis","Incidence",0,0,0,NA
"Australasia","Stroke","Deaths",0.057038132960589,0,-0.000812771860513831,1990.92180834676
"Australasia","Stroke","Prevalence",0.0228426065045296,0,-0.000252863223346641,1990.59465990365
"Australasia","Stroke","Incidence",0.000699102400845773,0,-1.25092862810155e-05,1990.8192977494
"Australasia","Typhoid and paratyphoid","Deaths",6.67077773853824e-07,1.84054539100735e-08,0,NA
"Australasia","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Australasia","Typhoid and paratyphoid","Incidence",1.90337422744785e-07,0,0,NA
"Caribbean","Diarrheal diseases","Deaths",0.017802487228973,0,0,NA
"Caribbean","Diarrheal diseases","Prevalence",0.0229141468386196,0.000342980468841506,-0.000248287627795165,1998.16802679393
"Caribbean","Diarrheal diseases","Incidence",0.205011595751358,0.00236951576216289,-0.0014852502072566,1998.14216256545
"Caribbean","Falls","Deaths",0.0103105881650259,0,0,NA
"Caribbean","Falls","Prevalence",0.0776321524514738,0.00100157789440954,0,NA
"Caribbean","Falls","Incidence",0.00399130633517501,5.85644451894646e-05,0,NA
"Caribbean","Malaria","Deaths",0.0107919272831392,0,-0.000344479969789933,1999.08639852651
"Caribbean","Malaria","Prevalence",0.00166097840363482,0,-0.000150387392660311,2009.8061525722
"Caribbean","Malaria","Incidence",0.000985483489903099,0,-8.84739388406861e-05,2009.55558114181
"Caribbean","Multiple sclerosis","Deaths",0.000304786654640977,3.72453680541018e-06,0,NA
"Caribbean","Multiple sclerosis","Prevalence",0.000108187302263687,1.01635362834917e-06,-7.38653603558232e-07,2005.12213117902
"Caribbean","Multiple sclerosis","Incidence",7.39737363049916e-07,3.60698572447198e-10,0,NA
"Caribbean","Pancreatic cancer","Deaths",0.00139245692746493,0.000304531769903583,-0.000239620838785585,2002.82992399661
"Caribbean","Pancreatic cancer","Prevalence",2.63307850552905e-05,5.74010456191334e-06,-4.91182894451492e-06,2002.51047670483
"Caribbean","Pancreatic cancer","Incidence",5.85302196793247e-06,1.13480130501799e-06,-9.76887526530786e-07,2002.39998689491
"Caribbean","Protein-energy malnutrition","Deaths",0.00917231100293869,0,-0.000159388214179907,1991.58882038451
"Caribbean","Protein-energy malnutrition","Prevalence",0.00895357912417236,0,-3.41159047702612e-05,1996.49208068413
"Caribbean","Protein-energy malnutrition","Incidence",0.00123700694664533,0,-6.910014846123e-06,1993.87952469556
"Caribbean","Schistosomiasis","Deaths",9.42685235026347e-05,0,0,NA
"Caribbean","Schistosomiasis","Prevalence",0.0333897937977195,0.000158305282826169,-0.000248563013379234,2000.57450406547
"Caribbean","Schistosomiasis","Incidence",0,0,0,NA
"Caribbean","Stroke","Deaths",0.0783124452410806,0,0,NA
"Caribbean","Stroke","Prevalence",0.0239063745809002,0,0,NA
"Caribbean","Stroke","Incidence",0.000528402958903925,0,-2.44051872347888e-06,1991.20559223546
"Caribbean","Typhoid and paratyphoid","Deaths",0.000182300047526687,0,-3.00201902822162e-06,1991.94953181433
"Caribbean","Typhoid and paratyphoid","Prevalence",1.48096041092713e-08,0,-7.1884760942336e-10,1991.95988707447
"Caribbean","Typhoid and paratyphoid","Incidence",9.97335587851818e-06,0,-1.34471518769608e-07,1990.39656030106
"Central Asia","Diarrheal diseases","Deaths",0.0103331580276115,0,-0.000297103937133068,1993.36004691469
"Central Asia","Diarrheal diseases","Prevalence",0.00758169084319837,0.000129880014868212,0,NA
"Central Asia","Diarrheal diseases","Incidence",0.125863883204611,0.00184537190167549,0,NA
"Central Asia","Falls","Deaths",0.00987836959474358,0,0,NA
"Central Asia","Falls","Prevalence",0.10603400954917,0,0,NA
"Central Asia","Falls","Incidence",0.00627469951124847,0,0,NA
"Central Asia","Malaria","Deaths",0.000679200060012408,0,-3.27592640355821e-05,1991.9170677476
"Central Asia","Malaria","Prevalence",0.000968259574370019,0,-7.44993195914038e-05,2002.1845294475
"Central Asia","Malaria","Incidence",0.00130230812368437,0,-5.79799648725926e-05,1990.86451410419
"Central Asia","Multiple sclerosis","Deaths",0.000228173698019413,0,0,NA
"Central Asia","Multiple sclerosis","Prevalence",0.000508149164632151,2.52401513215138e-06,-6.51576625511578e-06,2007.28849657322
"Central Asia","Multiple sclerosis","Incidence",3.45286351563049e-06,0,-3.72110887646276e-08,2003.13470731854
"Central Asia","Pancreatic cancer","Deaths",0.00162325958500298,0.000135630018348275,0,NA
"Central Asia","Pancreatic cancer","Prevalence",3.91406650694051e-05,3.04473549997206e-06,0,NA
"Central Asia","Pancreatic cancer","Incidence",1.48320280971636e-05,1.02116356839953e-06,0,NA
"Central Asia","Protein-energy malnutrition","Deaths",0.000481936275616715,0,-7.24593721401328e-06,1990.73628227058
"Central Asia","Protein-energy malnutrition","Prevalence",0.00565848597331835,2.22550360948374e-05,0,NA
"Central Asia","Protein-energy malnutrition","Incidence",0.000995086377512923,6.20663224945584e-06,0,NA
"Central Asia","Schistosomiasis","Deaths",5.01611792092214e-06,0,0,NA
"Central Asia","Schistosomiasis","Prevalence",0,0,0,NA
"Central Asia","Schistosomiasis","Incidence",0,0,0,NA
"Central Asia","Stroke","Deaths",0.11170533812852,0.000311741945316144,-0.00131866231858018,2003.9948417303
"Central Asia","Stroke","Prevalence",0.024631312718965,0,-0.00013929496755242,2006.73177187819
"Central Asia","Stroke","Incidence",0.00158559881572275,8.47688524761805e-06,-3.28775626945218e-05,2003.07780637313
"Central Asia","Typhoid and paratyphoid","Deaths",6.54297964859594e-05,0,-1.75655332938745e-06,1990.45723465295
"Central Asia","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Central Asia","Typhoid and paratyphoid","Incidence",1.88782297523216e-06,0,-3.73918698109315e-08,1993.30015190222
"Central Europe","Diarrheal diseases","Deaths",0.000770481213201245,1.98434750750928e-05,0,NA
"Central Europe","Diarrheal diseases","Prevalence",0.0130528769937963,0,-3.23946239451157e-05,1990.86832682861
"Central Europe","Diarrheal diseases","Incidence",0.166979142405474,0,-0.00044267843632946,1990.43634822251
"Central Europe","Falls","Deaths",0.0174994061535505,0,-6.19126226675771e-05,1991.62548823439
"Central Europe","Falls","Prevalence",0.234550733239852,0,0,NA
"Central Europe","Falls","Incidence",0.0147385014614347,0,0,NA
"Central Europe","Malaria","Deaths",0,0,0,NA
"Central Europe","Malaria","Prevalence",0,0,0,NA
"Central Europe","Malaria","Incidence",0,0,0,NA
"Central Europe","Multiple sclerosis","Deaths",0.00165956706852639,1.36548010244059e-05,0,NA
"Central Europe","Multiple sclerosis","Prevalence",0.000437083958187708,8.95705776468562e-07,0,NA
"Central Europe","Multiple sclerosis","Incidence",2.76250532961314e-06,0,-2.01429542974237e-08,2011.10242769045
"Central Europe","Pancreatic cancer","Deaths",0.00738223334582289,0.000264025747368357,0,NA
"Central Europe","Pancreatic cancer","Prevalence",0.000158648604634312,2.40606538391529e-06,-1.31169616070286e-06,2010.24378274418
"Central Europe","Pancreatic cancer","Incidence",4.79432061981553e-05,6.50382350613567e-07,-3.82256154961389e-07,2010.64195090207
"Central Europe","Protein-energy malnutrition","Deaths",0.000238857401412725,1.42309792228035e-05,0,NA
"Central Europe","Protein-energy malnutrition","Prevalence",0.00519906223274266,8.8513274774751e-05,0,NA
"Central Europe","Protein-energy malnutrition","Incidence",0.000860400713316442,1.92413973713249e-05,0,NA
"Central Europe","Schistosomiasis","Deaths",1.32951998875962e-08,0,0,NA
"Central Europe","Schistosomiasis","Prevalence",0,0,0,NA
"Central Europe","Schistosomiasis","Incidence",0,0,0,NA
"Central Europe","Stroke","Deaths",0.111306026651049,0,-0.0014950677129778,2000.48768942909
"Central Europe","Stroke","Prevalence",0.0359302641107251,0,-0.000285256427561896,1991.01787188408
"Central Europe","Stroke","Incidence",0.00142711187691427,0,-1.76471792163086e-05,1993.53880311287
"Central Europe","Typhoid and paratyphoid","Deaths",3.12226976913914e-06,0,0,NA
"Central Europe","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Central Europe","Typhoid and paratyphoid","Incidence",1.34664236947317e-06,0,-2.20975518246973e-08,1990.61962648573
"Central Latin America","Diarrheal diseases","Deaths",0.0331133815297413,0,-0.000840945053982235,1990.88814379158
"Central Latin America","Diarrheal diseases","Prevalence",0.0198925682522274,0,-0.000274994415719398,1990.60220840941
"Central Latin America","Diarrheal diseases","Incidence",0.202371908000183,0,-0.00215870564284181,1990.56963464015
"Central Latin America","Falls","Deaths",0.0129715276746326,0,-0.000117574727257226,1991.07636717904
"Central Latin America","Falls","Prevalence",0.103833510920545,0,0,NA
"Central Latin America","Falls","Incidence",0.00523283210830024,0,0,NA
"Central Latin America","Malaria","Deaths",0.00332183109040442,0,-0.000125115979164346,1992.89787692062
"Central Latin America","Malaria","Prevalence",0.00367442290608018,0,-9.86810272222676e-05,1991.44023989721
"Central Latin America","Malaria","Incidence",0.00139591851427383,0,-4.41874250343507e-05,1992.1053992008
"Central Latin America","Multiple sclerosis","Deaths",0.000247352713284717,1.31600103818525e-05,-1.13583227908123e-05,2009.17871283883
"Central Latin America","Multiple sclerosis","Prevalence",7.70718183058989e-05,1.42654714973005e-06,-1.11730896129224e-06,2004.83921990024
"Central Latin America","Multiple sclerosis","Incidence",5.83595376931176e-07,8.77892015313778e-09,-6.55191321023011e-09,2004.51871689273
"Central Latin America","Pancreatic cancer","Deaths",0.00513847725804065,0.000150551419306309,-8.27372895800471e-05,2000.91155662635
"Central Latin America","Pancreatic cancer","Prevalence",9.14273528245919e-05,6.02603534288341e-07,0,NA
"Central Latin America","Pancreatic cancer","Incidence",2.00522040843457e-05,5.6247465719731e-07,-3.82732886967527e-07,1997.45435373584
"Central Latin America","Protein-energy malnutrition","Deaths",0.0210382409519852,0,-0.000455673665908414,1990.72274054455
"Central Latin America","Protein-energy malnutrition","Prevalence",0.0143189861955719,0,-0.000119946478716188,1992.23705054788
"Central Latin America","Protein-energy malnutrition","Incidence",0.00212649935846399,0,0,NA
"Central Latin America","Schistosomiasis","Deaths",4.4868454055987e-05,0,-8.95427157010455e-07,1990.94329112934
"Central Latin America","Schistosomiasis","Prevalence",0.0064033038662386,0,0,NA
"Central Latin America","Schistosomiasis","Incidence",0,0,0,NA
"Central Latin America","Stroke","Deaths",0.061354534072332,0,-0.000637689751838512,1991.75483316258
"Central Latin America","Stroke","Prevalence",0.0274478797314682,0,-0.000262077790900124,1991.05060325807
"Central Latin America","Stroke","Incidence",0.000564207172654282,0,-4.98417610401354e-06,1991.29094386629
"Central Latin America","Typhoid and paratyphoid","Deaths",0.000687678031895226,0,-2.59148794499928e-05,1990.98521086953
"Central Latin America","Typhoid and paratyphoid","Prevalence",1.52905639957291e-05,0,-4.32912098105163e-07,1991.07573478279
"Central Latin America","Typhoid and paratyphoid","Incidence",0.000101564822022551,0,-1.70606317826132e-06,1990.8336549247
"Central Sub-Saharan Africa","Diarrheal diseases","Deaths",0.0671770630973185,0,-0.000533723166981237,1990.84761256048
"Central Sub-Saharan Africa","Diarrheal diseases","Prevalence",0.0252476214075837,0.000213951324497546,-0.000101517954769573,2007.4344760327
"Central Sub-Saharan Africa","Diarrheal diseases","Incidence",0.205400034821395,0.00166183115653765,0,NA
"Central Sub-Saharan Africa","Falls","Deaths",0.00474495072862135,4.82013997876035e-05,0,NA
"Central Sub-Saharan Africa","Falls","Prevalence",0.0310433410448546,0.000197682699503455,0,NA
"Central Sub-Saharan Africa","Falls","Incidence",0.00145833150090536,8.76353618071586e-06,0,NA
"Central Sub-Saharan Africa","Malaria","Deaths",0.0424508697693501,0.000536876015123427,0,NA
"Central Sub-Saharan Africa","Malaria","Prevalence",0.303483882630244,0,-0.0120045765709816,2006.16328152487
"Central Sub-Saharan Africa","Malaria","Incidence",0.0293341933809115,0,-0.00063003634046513,2004.09449389726
"Central Sub-Saharan Africa","Multiple sclerosis","Deaths",5.89927646379635e-05,1.16427517093031e-06,0,NA
"Central Sub-Saharan Africa","Multiple sclerosis","Prevalence",3.99855709226379e-05,1.31461614454595e-07,0,NA
"Central Sub-Saharan Africa","Multiple sclerosis","Incidence",3.71105282154129e-07,0,0,NA
"Central Sub-Saharan Africa","Pancreatic cancer","Deaths",0.00104320178487861,2.42429772334696e-05,0,NA
"Central Sub-Saharan Africa","Pancreatic cancer","Prevalence",3.7387648043378e-05,3.08995037209399e-07,0,NA
"Central Sub-Saharan Africa","Pancreatic cancer","Incidence",8.30155053015781e-06,5.07807850194912e-08,0,NA
"Central Sub-Saharan Africa","Protein-energy malnutrition","Deaths",0.0164112060713581,0,-0.000227648744042445,1993.21540058083
"Central Sub-Saharan Africa","Protein-energy malnutrition","Prevalence",0.0125930037091938,0,-0.000115294809189298,2002.17361054664
"Central Sub-Saharan Africa","Protein-energy malnutrition","Incidence",0.00130011668153704,0,-2.02313994276526e-05,2005.7042509592
"Central Sub-Saharan Africa","Schistosomiasis","Deaths",0.00341600565503643,0,-4.63565166685566e-05,1990.61175058263
"Central Sub-Saharan Africa","Schistosomiasis","Prevalence",0.139965883342302,0,-0.00765867264341401,2008.69345171205
"Central Sub-Saharan Africa","Schistosomiasis","Incidence",0,0,0,NA
"Central Sub-Saharan Africa","Stroke","Deaths",0.0637941251278964,0,0,NA
"Central Sub-Saharan Africa","Stroke","Prevalence",0.0296555779786651,0,-0.000157740376869361,1991.20452148129
"Central Sub-Saharan Africa","Stroke","Incidence",0.000739780447955804,0,-5.10334661174088e-06,1992.50630295118
"Central Sub-Saharan Africa","Typhoid and paratyphoid","Deaths",0.001036940675745,0,0,NA
"Central Sub-Saharan Africa","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Central Sub-Saharan Africa","Typhoid and paratyphoid","Incidence",8.4760802321138e-05,0,-1.68778944745153e-06,1990.25920896607
"East Asia","Diarrheal diseases","Deaths",0.00637367964692046,0,-0.000205719273389388,1990.67342374365
"East Asia","Diarrheal diseases","Prevalence",0.0110081648206671,0,0,NA
"East Asia","Diarrheal diseases","Incidence",0.155545736348021,0,0,NA
"East Asia","Falls","Deaths",0.0106839289667606,0.000445587002934642,0,NA
"East Asia","Falls","Prevalence",0.0866663822459517,0,0,NA
"East Asia","Falls","Incidence",0.00558595898502334,0,0,NA
"East Asia","Malaria","Deaths",0.000383365885667171,0,-1.89503342059103e-05,1991.42913917983
"East Asia","Malaria","Prevalence",0.000472360145943048,0,-1.75035559072681e-05,1990.45247266154
"East Asia","Malaria","Incidence",5.812070527103e-05,0,-2.84008861377373e-06,1993.33768768778
"East Asia","Multiple sclerosis","Deaths",0.000237073024947217,2.22001323814873e-06,0,NA
"East Asia","Multiple sclerosis","Prevalence",1.90851694094271e-05,2.41660177656211e-07,0,NA
"East Asia","Multiple sclerosis","Incidence",5.9611281007211e-07,0,-9.36468333339159e-10,1993.43571109866
"East Asia","Pancreatic cancer","Deaths",0.00265148637549017,0.00024296815967265,0,NA
"East Asia","Pancreatic cancer","Prevalence",5.47607653042693e-05,2.5960022934733e-06,0,NA
"East Asia","Pancreatic cancer","Incidence",1.78801049534003e-05,8.43727597482858e-07,-4.90814496300047e-07,2012.21506457825
"East Asia","Protein-energy malnutrition","Deaths",0.00661391460324431,0,-0.000361914636479695,1998.85020190215
"East Asia","Protein-energy malnutrition","Prevalence",0.0125175251925115,0.000222952223963701,0,NA
"East Asia","Protein-energy malnutrition","Incidence",0.00264514163984948,5.7008940047952e-05,0,NA
"East Asia","Schistosomiasis","Deaths",0.000226670008707883,0,-8.24319656182779e-06,1990.73025358559
"East Asia","Schistosomiasis","Prevalence",0.0113366715542261,0,-0.000179745542801311,1990.54395853549
"East Asia","Schistosomiasis","Incidence",0,0,0,NA
"East Asia","Stroke","Deaths",0.133546825483539,0.000931088794480755,-0.00193301843102474,2001.97294680402
"East Asia","Stroke","Prevalence",0.0301137731749485,0.00033887797000205,0,NA
"East Asia","Stroke","Incidence",0.0016390081187555,0,-2.54477798847587e-05,2003.57260184898
"East Asia","Typhoid and paratyphoid","Deaths",0.0009376093889394,7.16166157507075e-06,0,NA
"East Asia","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"East Asia","Typhoid and paratyphoid","Incidence",3.59539168615159e-05,0,-7.89969334266073e-07,1990.57085481542
"Eastern Europe","Diarrheal diseases","Deaths",0.0018666624874175,0,-4.75954785755544e-05,1992.57293491902
"Eastern Europe","Diarrheal diseases","Prevalence",0.0117209882121108,0.000107680504638325,0,NA
"Eastern Europe","Diarrheal diseases","Incidence",0.147669542672193,0.00103306503305245,0,NA
"Eastern Europe","Falls","Deaths",0.0127856206034169,0.000104252457303039,-0.000116436641000748,2003.28261404347
"Eastern Europe","Falls","Prevalence",0.207264469678375,0.00325747784123902,-0.00619765197132416,2002.62079843345
"Eastern Europe","Falls","Incidence",0.00940793295149022,0.000156832205188372,-0.000293926161260736,2003.02695089552
"Eastern Europe","Malaria","Deaths",0,0,0,NA
"Eastern Europe","Malaria","Prevalence",0,0,0,NA
"Eastern Europe","Malaria","Incidence",0,0,0,NA
"Eastern Europe","Multiple sclerosis","Deaths",0.000976811969907592,0,0,NA
"Eastern Europe","Multiple sclerosis","Prevalence",0.000260949310649162,0,-2.71686129715778e-06,2006.89607370337
"Eastern Europe","Multiple sclerosis","Incidence",1.78956971854044e-06,0,-9.71224682229205e-09,1993.01688313017
"Eastern Europe","Pancreatic cancer","Deaths",0.00534270850103022,8.74875193082321e-05,0,NA
"Eastern Europe","Pancreatic cancer","Prevalence",0.000125340814534536,7.39479300519344e-07,0,NA
"Eastern Europe","Pancreatic cancer","Incidence",3.64146358917593e-05,1.41459561333668e-07,0,NA
"Eastern Europe","Protein-energy malnutrition","Deaths",0.000431549277658105,0,-6.71727341411488e-06,1991.99743804493
"Eastern Europe","Protein-energy malnutrition","Prevalence",0.00582049065374547,1.7365151950702e-05,0,NA
"Eastern Europe","Protein-energy malnutrition","Incidence",0.000854673929417864,2.66255631619813e-06,0,NA
"Eastern Europe","Schistosomiasis","Deaths",0,0,0,NA
"Eastern Europe","Schistosomiasis","Prevalence",0,0,0,NA
"Eastern Europe","Schistosomiasis","Incidence",0,0,0,NA
"Eastern Europe","Stroke","Deaths",0.122362956145924,0,-0.00167731916859769,2000.3548468252
"Eastern Europe","Stroke","Prevalence",0.0321147925525745,0,-0.000198446642376402,1990.36446223667
"Eastern Europe","Stroke","Incidence",0.0015335321842043,0,-2.03916721530663e-05,1995.5583219838
"Eastern Europe","Typhoid and paratyphoid","Deaths",4.55621543247636e-06,0,-1.12361278373068e-07,1996.00923875796
"Eastern Europe","Typhoid and paratyphoid","Prevalence",0,0,0,NA
"Eastern Europe","Typhoid and paratyphoid","Incidence",3.61630066090368e-07,0,0,NA
"Eastern Sub-Saharan Africa","Diarrheal diseases","Deaths",0.0853203061473296,0,-0.000906296614408453,1991.42581685626
"Eastern Sub-Saharan Africa","Diarrheal diseases","Prevalence",0.0310305879701234,0,-4.83538814502395e-05,1992.16551064723
"Eastern Sub-Saharan Africa","Diarrheal diseases","Incidence",0.260506638817481,0,0,NA
"Eastern Sub-Saharan Africa","Falls","Deaths",0.00440094862828205,7.34819262302785e-05,0,NA
"Eastern Sub-Saharan Africa","Falls","Prevalence",0.042157728823978,0.00020101968143321,0,NA
"Eastern Sub-Saharan Africa","Falls","Incidence",0.00185501414558622,1.28036938331058e-05,0,NA
"Eastern Sub-Saharan Africa","Malaria","Deaths",0.0379120556551869,0,-0.000475792996483845,2001.19859684903
"Eastern Sub-Saharan Africa","Malaria","Prevalence",0.160454361016711,0,-0.00460732821155802,1997.38503416261
"Eastern Sub-Saharan Africa","Malaria","Incidence",0.0195476094155818,0,-0.000450909044857223,2002.54619064584
"Eastern Sub-Saharan Africa","Multiple sclerosis","Deaths",4.72471789152094e-05,1.91451195621735e-06,0,NA
"Eastern Sub-Saharan Africa","Multiple sclerosis","Prevalence",4.77947542642734e-05,1.29159453387803e-07,0,NA
"Eastern Sub-Saharan Africa","Multiple sclerosis","Incidence",4.27062819781733e-07,0,0,NA
"Eastern Sub-Saharan Africa","Pancreatic cancer","Deaths",0.000766373714176259,4.90298433985136e-05,0,NA
"Eastern Sub-Saharan Africa","Pancreatic cancer","Prevalence",3.20880548484739e-05,6.68312272882182e-07,0,NA
"Eastern Sub-Saharan Africa","Pancreatic cancer","Incidence",7.03285267516169e-06,1.4222482363018e-07,0,NA
"Eastern Sub-Saharan Africa","Protein-energy malnutrition","Deaths",0.0271375417886887,0,-0.000429853229733327,1990.99211308124
"Eastern Sub-Saharan Africa","Protein-energy malnutrition","Prevalence",0.0145755978830757,0,-0.000119064837960725,1991.44029081917
"Eastern Sub-Saharan Africa","Protein-energy malnutrition","Incidence",0.00179941018681464,0,-1.7097489756711e-05,1992.94393288959
"Eastern Sub-Saharan Africa","Schistosomiasis","Deaths",0.00371194339592654,0,-7.70970638255202e-05,1990.85462608578
"Eastern Sub-Saharan Africa","Schistosomiasis","Prevalence",0.214090511325609,0,-0.00763862231785977,2005.69386073591
"Eastern Sub-Saharan Africa","Schistosomiasis","Incidence",0,0,0,NA
"Eastern Sub-Saharan Africa","Stroke","Deaths",0.0575928317427555,0.000432190498542291,0,NA
"Eastern Sub-Saharan Africa","Stroke","Prevalence",0.031959140454706,0,-0.00012258440852309,1991.06965373709
"Eastern Sub-Saharan Africa","Stroke","Incidence",0.000751492748491207,0,-5.56206238775306e-06,1992.14726372086
"Eastern Sub-Saharan Africa","Typhoid and paratyphoid","Deaths",0.00608712617941323,0,0,NA
"Eastern Sub-Saharan Africa","Typhoid and paratyphoid","Prevalence",7.00872333896445e-05,0,-2.81126144935093e-06,1990.57870364358
"Eastern Sub-Saharan Africa","Typhoid and paratyphoid","Incidence",0.00046874783954402,0,-1.17881954360991e-05,1990.37311231827
"High-income Asia Pacific","Diarrheal diseases","Deaths",0.00166750048479327,5.29224893879456e-05,0,NA
"High-income Asia Pacific","Diarrheal diseases","Prevalence",0.00262883523845847,0,-2.25273932128897e-05,1996.16306964185
"High-income Asia Pacific","Diarrheal diseases","Incidence",0.0380888324242735,0,-0.000357091100676327,1996.92204289954
"High-income Asia Pacific","Falls","Deaths",0.0153064602900155,0,0,NA
"High-income Asia Pacific","Falls","Prevalence",0.149575834670246,0,0,NA
"High-income Asia Pacific","Falls","Incidence",0.00878288818301818,4.89676923506928e-05,-4.74069678020267e-05,2003.40775339187
"High-income Asia Pacific","Malaria","Deaths",3.13862853779908e-05,0,-1.12091865505653e-06,1990.71883335979
"High-income Asia Pacific","Malaria","Prevalence",0.000255408899118922,0,-1.15792233385491e-05,1998.09052051895
"High-income Asia Pacific","Malaria","Incidence",1.68748323500174e-05,0,-7.19607279590207e-07,1991.10722235732
"High-income Asia Pacific","Multiple sclerosis","Deaths",0.000351746139727848,7.14850455392456e-06,0,NA
"High-income Asia Pacific","Multiple sclerosis","Prevalence",9.94476612144349e-05,1.04513778892323e-06,-6.93469896436369e-07,2000.08760456772
"High-income Asia Pacific","Multiple sclerosis","Incidence",6.90566182547393e-07,1.29093660436756e-09,0,NA
