"","measure","location","sex","age","cause","metric","year","val","upper","lower"
"51898","Deaths","Southern Latin America","Male","All ages","Tuberculosis","Number",1991,1828.88879876249,1893.50604107096,1764.46713530096
"51900","Deaths","Southern Latin America","Male","All ages","Tuberculosis","Percent",1991,0.00924516645618367,0.0095614959611293,0.00892040530672509
"52114","Deaths","Southern Latin America","Male","All ages","HIV/AIDS","Number",1991,661.043367631642,672.898232383524,649.271349018783
"52116","Deaths","Southern Latin America","Male","All ages","HIV/AIDS","Percent",1991,0.00334163558671153,0.00340337228577955,0.00328173983343684
"60581","Deaths","Oceania","Male","All ages","Zika virus","Number",1990,0,0,0
"60583","Deaths","Oceania","Male","All ages","Zika virus","Percent",1990,0,0,0
"64754","Deaths","Tropical Latin America","Male","All ages","Zika virus","Number",1990,0,0,0
"64756","Deaths","Tropical Latin America","Male","All ages","Zika virus","Percent",1990,0,0,0
"66622","Deaths","Southern Sub-Saharan Africa","Male","All ages","Zika virus","Number",1991,0,0,0
"66624","Deaths","Southern Sub-Saharan Africa","Male","All ages","Zika virus","Percent",1991,0,0,0
"72594","Deaths","African Region","Male","All ages","Zika virus","Number",1990,0,0,0
"72596","Deaths","African Region","Male","All ages","Zika virus","Percent",1990,0,0,0
"72914","Deaths","Eastern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1992,124635.881500391,170905.032644482,88743.3818032774
"72916","Deaths","Eastern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1992,0.0792604229857023,0.106813364254911,0.0566505763202324
"76106","Deaths","Eastern Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1992,137194.364919971,156333.438835122,119919.237788165
"76108","Deaths","Eastern Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1992,0.0874102948055409,0.101439188575002,0.0774339486167371
"78265","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Number",1991,0,0,0
"78267","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Percent",1991,0,0,0
"78485","Deaths","Southern Latin America","Male","All ages","Tuberculosis","Number",1992,1705.95151023042,1765.60990100713,1650.47291826827
"78487","Deaths","Southern Latin America","Male","All ages","Tuberculosis","Percent",1992,0.00853235030141695,0.00882704546330348,0.00825694396577929
"78701","Deaths","Southern Latin America","Male","All ages","HIV/AIDS","Number",1992,893.741121654392,910.122745472965,878.362051849334
"78703","Deaths","Southern Latin America","Male","All ages","HIV/AIDS","Percent",1992,0.00447008523842906,0.00455432638066201,0.00439562483967566
"79933","Deaths","Region of the Americas","Male","All ages","Tuberculosis","Number",1990,29900.3329293216,31092.8839724236,28573.8523703519
"79935","Deaths","Region of the Americas","Male","All ages","Tuberculosis","Percent",1990,0.0108237966656603,0.011199987779249,0.0104004820640334
"80149","Deaths","Region of the Americas","Male","All ages","HIV/AIDS","Number",1990,37435.0722456109,39006.9255298219,36568.1919935872
"80151","Deaths","Region of the Americas","Male","All ages","HIV/AIDS","Percent",1990,0.0135521443760177,0.0141160549891017,0.0132092827761329
"80601","Deaths","Southern Latin America","Male","All ages","Zika virus","Number",1991,0,0,0
"80603","Deaths","Southern Latin America","Male","All ages","Zika virus","Percent",1991,0,0,0
"81261","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Number",1990,8939.3144429226,9917.72084540064,7905.43339113667
"81263","Deaths","Andean Latin America","Male","All ages","Tuberculosis","Percent",1990,0.0647253150408015,0.0700966383446614,0.0589620905660352
"81477","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Number",1990,541.136885750203,1064.9638929315,388.6871028502
"81479","Deaths","Andean Latin America","Male","All ages","HIV/AIDS","Percent",1990,0.00392169421947033,0.00751403886220834,0.00280314061678687
"82350","Deaths","North America","Male","All ages","Tuberculosis","Number",1990,1494.01767404402,1545.43603182677,1432.69602296635
"82352","Deaths","North America","Male","All ages","Tuberculosis","Percent",1990,0.00123487295988128,0.00127621514474786,0.00118357998170222
"82566","Deaths","North America","Male","All ages","HIV/AIDS","Number",1990,25136.5662628103,25364.8982141241,24900.6773825788
"82568","Deaths","North America","Male","All ages","HIV/AIDS","Percent",1990,0.0207765491129449,0.0209636307910408,0.0205785133528125
"87321","Deaths","South Asia - WB","Male","All ages","Zika virus","Number",1991,0,0,0
"87323","Deaths","South Asia - WB","Male","All ages","Zika virus","Percent",1991,0,0,0
"87541","Deaths","Eastern Europe","Male","All ages","Tuberculosis","Number",1990,11989.530712582,12378.1285857784,11325.9749695973
"87543","Deaths","Eastern Europe","Male","All ages","Tuberculosis","Percent",1990,0.0099405061874157,0.0102587884313462,0.00938939582468918
"87757","Deaths","Eastern Europe","Male","All ages","HIV/AIDS","Number",1990,4027.02053011176,4079.14912801024,3971.9715122177
"87759","Deaths","Eastern Europe","Male","All ages","HIV/AIDS","Percent",1990,0.00333880396687118,0.00338288803429872,0.00329166668188495
"89097","Deaths","Australasia","Male","All ages","Zika virus","Number",1990,0,0,0
"89099","Deaths","Australasia","Male","All ages","Zika virus","Percent",1990,0,0,0
"95807","Deaths","South Asia","Male","All ages","Tuberculosis","Number",1992,493902.350775886,551379.997538923,429874.26903868
"95809","Deaths","South Asia","Male","All ages","Tuberculosis","Percent",1992,0.0848876858486838,0.094279013454862,0.0746329699983303
"96023","Deaths","South Asia","Male","All ages","HIV/AIDS","Number",1992,2142.15264769357,4015.51946867073,1211.30213018799
"96025","Deaths","South Asia","Male","All ages","HIV/AIDS","Percent",1992,0.00036839757999883,0.00070398587529728,0.000206759198811494
"112571","Deaths","North America","Male","All ages","Zika virus","Number",1990,0,0,0
"112573","Deaths","North America","Male","All ages","Zika virus","Percent",1990,0,0,0
"112799","Deaths","East Asia & Pacific - WB","Male","All ages","Zika virus","Number",1990,0,0,0
"112801","Deaths","East Asia & Pacific - WB","Male","All ages","Zika virus","Percent",1990,0,0,0
"115431","Deaths","Region of the Americas","Male","All ages","Zika virus","Number",1990,0,0,0
"115433","Deaths","Region of the Americas","Male","All ages","Zika virus","Percent",1990,0,0,0
"121556","Deaths","Europe","Male","All ages","Zika virus","Number",1991,0,0,0
"121558","Deaths","Europe","Male","All ages","Zika virus","Percent",1991,0,0,0
"132200","Deaths","Latin America & Caribbean - WB","Male","All ages","Zika virus","Number",1992,0,0,0
"132202","Deaths","Latin America & Caribbean - WB","Male","All ages","Zika virus","Percent",1992,0,0,0
"143093","Deaths","Australasia","Male","All ages","Tuberculosis","Number",1990,80.6906770237304,86.7928049439489,74.159621129114
"143095","Deaths","Australasia","Male","All ages","Tuberculosis","Percent",1990,0.00104196773298319,0.0011204853964873,0.000957826517104238
"143309","Deaths","Australasia","Male","All ages","HIV/AIDS","Number",1990,416.704562361784,428.361510044759,406.10397736406
"143311","Deaths","Australasia","Male","All ages","HIV/AIDS","Percent",1990,0.00538100218638271,0.00553644514837746,0.00523515131046272
"151381","Deaths","High-income North America","Male","All ages","Tuberculosis","Number",1991,1411.97216231443,1454.63028634801,1354.21656771968
"151383","Deaths","High-income North America","Male","All ages","Tuberculosis","Percent",1991,0.00115896579192325,0.00119337270185026,0.00111155951937525
"151597","Deaths","High-income North America","Male","All ages","HIV/AIDS","Number",1991,29141.9485747982,29382.5048991808,28883.4106099036
"151599","Deaths","High-income North America","Male","All ages","HIV/AIDS","Percent",1991,0.0239201346115844,0.0241245262045808,0.0236968236592423
"152345","Deaths","Central Europe","Male","All ages","Tuberculosis","Number",1991,4734.30220023906,4859.47570466528,4607.88425502551
"152347","Deaths","Central Europe","Male","All ages","Tuberculosis","Percent",1991,0.00669508258424808,0.00684340069686467,0.00653267284897629
"152561","Deaths","Central Europe","Male","All ages","HIV/AIDS","Number",1991,344.585348578311,364.368415433048,314.364336815247
"152563","Deaths","Central Europe","Male","All ages","HIV/AIDS","Percent",1991,0.000487321650757721,0.000517706320253808,0.000442955679481472
"157644","Deaths","South Asia","Male","All ages","Zika virus","Number",1992,0,0,0
"157646","Deaths","South Asia","Male","All ages","Zika virus","Percent",1992,0,0,0
"157864","Deaths","South Asia - WB","Male","All ages","Tuberculosis","Number",1992,497735.132076174,554904.900903559,433867.021437986
"157866","Deaths","South Asia - WB","Male","All ages","Tuberculosis","Percent",1992,0.0830906926960029,0.0922481919469271,0.0731514275749367
"158080","Deaths","South Asia - WB","Male","All ages","HIV/AIDS","Number",1992,2199.48361562179,4061.72634814807,1264.75345430372
"158082","Deaths","South Asia - WB","Male","All ages","HIV/AIDS","Percent",1992,0.000367386606110446,0.00068984263912243,0.000209707013868179
"160043","Deaths","Sub-Saharan Africa - WB","Male","All ages","Zika virus","Number",1992,0,0,0
"160045","Deaths","Sub-Saharan Africa - WB","Male","All ages","Zika virus","Percent",1992,0,0,0
"164035","Deaths","Europe","Male","All ages","Tuberculosis","Number",1991,26984.9349475084,27670.6238654156,26209.3703352317
"164037","Deaths","Europe","Male","All ages","Tuberculosis","Percent",1991,0.00650919623165865,0.006665391671437,0.00633931254333504
"164251","Deaths","Europe","Male","All ages","HIV/AIDS","Number",1991,15735.9530471604,15889.3642642151,15579.5905407889
"164253","Deaths","Europe","Male","All ages","HIV/AIDS","Percent",1991,0.00379583591964104,0.00383945379519277,0.00375343972911948
"164496","Deaths","South Asia","Male","All ages","Tuberculosis","Number",1990,474017.069985357,525822.792325642,415532.241716499
"164498","Deaths","South Asia","Male","All ages","Tuberculosis","Percent",1990,0.0818686196746305,0.0902393833460604,0.0727404561557142
"164712","Deaths","South Asia","Male","All ages","HIV/AIDS","Number",1990,812.264346838698,1705.87799209022,444.575519089316
"164714","Deaths","South Asia","Male","All ages","HIV/AIDS","Percent",1990,0.000140272175115813,0.000299104654134656,7.64816587578283e-05
"167385","Deaths","Tropical Latin America","Male","All ages","Tuberculosis","Number",1990,7046.2245918273,7341.02048770966,6764.32229726916
"167387","Deaths","Tropical Latin America","Male","All ages","Tuberculosis","Percent",1990,0.0119801239960013,0.0124270107579786,0.0115468422952141
"167601","Deaths","Tropical Latin America","Male","All ages","HIV/AIDS","Number",1990,6328.87508606563,6443.22934013121,6198.80155213005
"167603","Deaths","Tropical Latin America","Male","All ages","HIV/AIDS","Percent",1990,0.0107618668514089,0.0110902618670381,0.0104360565537068
"169541","Deaths","Eastern Europe","Male","All ages","Zika virus","Number",1991,0,0,0
"169543","Deaths","Eastern Europe","Male","All ages","Zika virus","Percent",1991,0,0,0
"170421","Deaths","Central Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1990,40307.5391899263,49945.2991457812,32442.0015117252
"170423","Deaths","Central Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1990,0.0933397080387427,0.113099739885845,0.0774360476000158
"170637","Deaths","Central Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1990,8604.34230212504,12528.0374419993,5787.71679228682
"170639","Deaths","Central Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1990,0.01995166484615,0.0291836626908515,0.013281346938219
"172437","Deaths","South-East Asia Region","Male","All ages","Tuberculosis","Number",1990,545345.692508287,594418.062828001,484527.561848568
"172439","Deaths","South-East Asia Region","Male","All ages","Tuberculosis","Percent",1990,0.0840609187607995,0.0913751759650277,0.0759391538088129
"172653","Deaths","South-East Asia Region","Male","All ages","HIV/AIDS","Number",1990,1322.79906827241,2029.76133715941,927.421647913188
"172655","Deaths","South-East Asia Region","Male","All ages","HIV/AIDS","Percent",1990,0.000203980757591555,0.000312813178126495,0.000143540335071065
"174849","Deaths","Eastern Sub-Saharan Africa","Male","All ages","Zika virus","Number",1992,0,0,0
"174851","Deaths","Eastern Sub-Saharan Africa","Male","All ages","Zika virus","Percent",1992,0,0,0
"175350","Deaths","Middle East & North Africa - WB","Male","All ages","Zika virus","Number",1992,0,0,0
"175352","Deaths","Middle East & North Africa - WB","Male","All ages","Zika virus","Percent",1992,0,0,0
"176768","Deaths","African Region","Male","All ages","Tuberculosis","Number",1991,263075.31914663,296263.750253773,233008.250996642
"176770","Deaths","African Region","Male","All ages","Tuberculosis","Percent",1991,0.069535570866151,0.0787481148899168,0.0627279144606543
"176984","Deaths","African Region","Male","All ages","HIV/AIDS","Number",1991,146996.837289596,209248.458524641,102857.862322746
"176986","Deaths","African Region","Male","All ages","HIV/AIDS","Percent",1991,0.0388238308519177,0.0539427153832567,0.0271582063491131
"180928","Deaths","Caribbean","Male","All ages","Tuberculosis","Number",1990,2152.78205967935,2455.9633483531,1809.02519074692
"180930","Deaths","Caribbean","Male","All ages","Tuberculosis","Percent",1990,0.0148016742737948,0.0167039419992915,0.0124411281602269
"181144","Deaths","Caribbean","Male","All ages","HIV/AIDS","Number",1990,2879.68863113506,4284.68661874289,2165.1746989721
"181146","Deaths","Caribbean","Male","All ages","HIV/AIDS","Percent",1990,0.0197988112126489,0.0293682600672176,0.0149447614264455
"189040","Deaths","Southern Sub-Saharan Africa","Male","All ages","Zika virus","Number",1992,0,0,0
"189042","Deaths","Southern Sub-Saharan Africa","Male","All ages","Zika virus","Percent",1992,0,0,0
"189358","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Number",1992,0,0,0
"189360","Deaths","High-income Asia Pacific","Male","All ages","Zika virus","Percent",1992,0,0,0
"194561","Deaths","Western Europe","Male","All ages","Zika virus","Number",1990,0,0,0
"194563","Deaths","Western Europe","Male","All ages","Zika virus","Percent",1990,0,0,0
"196044","Deaths","High-income North America","Male","All ages","Zika virus","Number",1992,0,0,0
"196046","Deaths","High-income North America","Male","All ages","Zika virus","Percent",1992,0,0,0
"198485","Deaths","Oceania","Male","All ages","Tuberculosis","Number",1991,1042.80875383874,1456.91318331155,727.28913382624
"198487","Deaths","Oceania","Male","All ages","Tuberculosis","Percent",1991,0.0350472107561837,0.0462808400267822,0.0253465997664576
"198701","Deaths","Oceania","Male","All ages","HIV/AIDS","Number",1991,15.0950118355315,44.8396791312754,6.77338300300375
"198703","Deaths","Oceania","Male","All ages","HIV/AIDS","Percent",1991,0.000509277413820448,0.00149286048699676,0.000226496490172153
"202830","Deaths","Central Asia","Male","All ages","Tuberculosis","Number",1992,5632.76182297857,5839.56772790438,5425.48906192539
"202832","Deaths","Central Asia","Male","All ages","Tuberculosis","Percent",1992,0.0184828190433486,0.0190012950588484,0.017981314502522
"203046","Deaths","Central Asia","Male","All ages","HIV/AIDS","Number",1992,270.380110723457,279.497408604215,259.669145223983
"203048","Deaths","Central Asia","Male","All ages","HIV/AIDS","Percent",1992,0.000887359527572916,0.000927364900872043,0.000845287320998506
"218067","Deaths","Southern Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1990,17883.7790520357,20702.113246023,15573.5501969951
"218069","Deaths","Southern Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1990,0.0763032721586474,0.0884881766301109,0.0667037191218988
"218283","Deaths","Southern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1990,7285.92635067868,14790.9418791919,3530.61191310856
"218285","Deaths","Southern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1990,0.030983677859149,0.0624459815302713,0.0151313920247116
"219175","Deaths","Central Asia","Male","All ages","Zika virus","Number",1992,0,0,0
"219177","Deaths","Central Asia","Male","All ages","Zika virus","Percent",1992,0,0,0
"219463","Deaths","Southern Latin America","Male","All ages","Zika virus","Number",1992,0,0,0
"219465","Deaths","Southern Latin America","Male","All ages","Zika virus","Percent",1992,0,0,0
"224355","Deaths","Middle East & North Africa - WB","Male","All ages","Tuberculosis","Number",1992,7878.02605906624,9141.43317533219,6758.81482934227
"224357","Deaths","Middle East & North Africa - WB","Male","All ages","Tuberculosis","Percent",1992,0.00840569079635092,0.00970813094311453,0.00732696882027418
"224571","Deaths","Middle East & North Africa - WB","Male","All ages","HIV/AIDS","Number",1992,444.489625961201,1040.82058634486,244.89752740076
"224573","Deaths","Middle East & North Africa - WB","Male","All ages","HIV/AIDS","Percent",1992,0.000474632489677719,0.00108113944360168,0.000260308799717595
"228131","Deaths","North America","Male","All ages","Tuberculosis","Number",1991,1408.64532697414,1451.47878310608,1351.04980894901
"228133","Deaths","North America","Male","All ages","Tuberculosis","Percent",1991,0.00115624459476635,0.00119089538546037,0.00110882929344506
"228347","Deaths","North America","Male","All ages","HIV/AIDS","Number",1991,29148.3186185564,29388.6825793772,28889.8860661208
"228349","Deaths","North America","Male","All ages","HIV/AIDS","Percent",1991,0.0239255595721393,0.0241301695947522,0.0237019115089351
"231568","Deaths","Commonwealth Middle Income","Male","All ages","Tuberculosis","Number",1991,499418.5649353,555001.512012548,439322.928001636
"231570","Deaths","Commonwealth Middle Income","Male","All ages","Tuberculosis","Percent",1991,0.0778341323864618,0.0861679914831902,0.0689680518936441
"231784","Deaths","Commonwealth Middle Income","Male","All ages","HIV/AIDS","Number",1991,20866.8033094287,30395.1896634308,14564.8878945027
"231786","Deaths","Commonwealth Middle Income","Male","All ages","HIV/AIDS","Percent",1991,0.0032527836886715,0.00471612234593269,0.00228806110187991
"237368","Deaths","South-East Asia Region","Male","All ages","Zika virus","Number",1990,0,0,0
"237370","Deaths","South-East Asia Region","Male","All ages","Zika virus","Percent",1990,0,0,0
"242705","Deaths","Central Latin America","Male","All ages","Tuberculosis","Number",1993,7666.58758761885,7915.07325671124,7425.55834309375
"242707","Deaths","Central Latin America","Male","All ages","Tuberculosis","Percent",1993,0.0145768378787426,0.0149537936101927,0.0141785306472293
"242921","Deaths","Central Latin America","Male","All ages","HIV/AIDS","Number",1993,5088.6028671571,5141.15963778946,5031.68989053626
"242923","Deaths","Central Latin America","Male","All ages","HIV/AIDS","Percent",1993,0.00967610987258027,0.00990639047587445,0.00945433350385762
"246073","Deaths","Western Europe","Male","All ages","Tuberculosis","Number",1990,5797.33340249239,6006.30118981445,5544.85520042317
"246075","Deaths","Western Europe","Male","All ages","Tuberculosis","Percent",1990,0.0030429346586913,0.00315277044525418,0.00291067108704204
"246289","Deaths","Western Europe","Male","All ages","HIV/AIDS","Number",1990,8583.29751363615,8683.79855233935,8482.40756809988
"246291","Deaths","Western Europe","Male","All ages","HIV/AIDS","Percent",1990,0.00450525019822538,0.00456068179771908,0.00445112119460295
"252217","Deaths","Western Sub-Saharan Africa","Male","All ages","Zika virus","Number",1991,0,0,0
"252219","Deaths","Western Sub-Saharan Africa","Male","All ages","Zika virus","Percent",1991,0,0,0
"255056","Deaths","East Asia & Pacific - WB","Male","All ages","Tuberculosis","Number",1993,258571.337649252,279513.244688939,240659.229086339
"255058","Deaths","East Asia & Pacific - WB","Male","All ages","Tuberculosis","Percent",1993,0.0351507948356484,0.0376232897591727,0.0331888012893431
"255272","Deaths","East Asia & Pacific - WB","Male","All ages","HIV/AIDS","Number",1993,12411.3972210423,16295.2513346327,8859.92804623979
"255274","Deaths","East Asia & Pacific - WB","Male","All ages","HIV/AIDS","Percent",1993,0.0016883787939385,0.00227333253711389,0.00118758976240486
"256630","Deaths","Central Sub-Saharan Africa","Male","All ages","Zika virus","Number",1991,0,0,0
"256632","Deaths","Central Sub-Saharan Africa","Male","All ages","Zika virus","Percent",1991,0,0,0
"258706","Deaths","European Region","Male","All ages","Tuberculosis","Number",1990,30038.1997163603,30810.0335348241,29129.9795075177
"258708","Deaths","European Region","Male","All ages","Tuberculosis","Percent",1990,0.00698793584035398,0.00715794846400782,0.0067928893392148
"258922","Deaths","European Region","Male","All ages","HIV/AIDS","Number",1990,13138.4684633166,13255.8986270307,13014.465791374
"258924","Deaths","European Region","Male","All ages","HIV/AIDS","Percent",1990,0.00305653499593798,0.00309344019822113,0.00302060525424336
"260288","Deaths","Commonwealth High Income","Male","All ages","Zika virus","Number",1990,0,0,0
"260290","Deaths","Commonwealth High Income","Male","All ages","Zika virus","Percent",1990,0,0,0
"262098","Deaths","Latin America & Caribbean - WB","Male","All ages","HIV/AIDS","Number",1990,13107.0564318308,14560.3993649229,12300.5460567988
"262100","Deaths","Latin America & Caribbean - WB","Male","All ages","HIV/AIDS","Percent",1990,0.00835836057950619,0.00930198593351505,0.00783532727957686
"265705","Deaths","Region of the Americas","Male","All ages","Zika virus","Number",1991,0,0,0
"265707","Deaths","Region of the Americas","Male","All ages","Zika virus","Percent",1991,0,0,0
"265955","Deaths","North Africa and Middle East","Male","All ages","Zika virus","Number",1993,0,0,0
"265957","Deaths","North Africa and Middle East","Male","All ages","Zika virus","Percent",1993,0,0,0
"275624","Deaths","European Region","Male","All ages","Zika virus","Number",1990,0,0,0
"275626","Deaths","European Region","Male","All ages","Zika virus","Percent",1990,0,0,0
"275844","Deaths","Southern Sub-Saharan Africa","Male","All ages","Tuberculosis","Number",1992,18588.118304329,21258.4980858061,16514.1979583982
"275846","Deaths","Southern Sub-Saharan Africa","Male","All ages","Tuberculosis","Percent",1992,0.0725746227548822,0.0837967537027958,0.0645076425139493
"276060","Deaths","Southern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Number",1992,17229.213809783,30731.2139940001,9188.46259449645
"276062","Deaths","Southern Sub-Saharan Africa","Male","All ages","HIV/AIDS","Percent",1992,0.0668857292939238,0.114878479999978,0.0367193035147068
"282148","Deaths","East Asia","Male","All ages","Zika virus","Number",1991,0,0,0
"282150","Deaths","East Asia","Male","All ages","Zika virus","Percent",1991,0,0,0
"285960","Deaths","World Bank Low Income","Male","All ages","Tuberculosis","Number",1993,197145.420311156,225477.674987021,173435.945385792
